A,B
8.130574660018222,7.436916013802223
8.107144227045891,7.505488069863576
9.154471780619918,9.213054087584313
6.967947555420311,8.367427483472717
7.494418858904354,8.882514323889525
9.07802363943016,8.879284226615832
7.460187289515602,8.962577823935163
8.699543454402033,10.63427626166327
10.375353502680476,9.450748411730038
8.134595007501998,6.58966849669083
6.852002066154884,7.53580119751124
7.082307597862564,7.548958217229272
8.829684854798584,8.759744769649608
7.365382801940163,8.269021441037763
8.07149280863295,6.491172199229217
8.05018781962456,7.797887784815765
9.593855157225908,7.498197946176327
9.510708425147982,7.913896246759189
7.324940911568104,8.44619330072783
6.792166329736615,7.270626531226964
8.157232167110552,10.422804020156468
6.724275020349247,9.24317445169595
9.156931710241183,7.6837782817633276
9.378132432001724,8.221103638212147
9.3310458730378,8.13961125459303
8.961068002442097,8.631629056861991
8.329044865774858,6.876724431676031
4.501226165585135,4.5322495964074445
4.292766362251415,6.17990764545052
5.659494898179017,5.806999518550282
4.321370527221799,5.7246426022647
5.890197519782427,4.418237561033194
5.754227817312777,5.699540905277698
3.17176641345808,2.234255682855577
7.130895845384945,4.4132550879248
6.212296836742948,6.199447584178484
5.555563122010457,4.685850147579804
4.635930024755909,5.042384253896643
6.107147923331364,4.181182929660494
5.399594150409207,6.033234124069569
6.06870257103655,5.821193150955389
5.435984293373271,4.995713915015593
5.653066093701604,4.822980289540985
5.474438724592943,5.452102961704452
3.5190472726818136,7.174427712350788
5.521969524563621,4.334004421077507
4.9354655854855,4.003142853707964
6.051473874453591,5.861870167141477
6.161350247597736,5.941650034646294
4.4775106217831455,3.8680674529920553
6.328130677181804,3.1249587533186607
4.593030810051949,5.0982900669898
4.095955120855785,5.667037016143587
4.024701441831223,4.859910708650243
4.271507012583967,4.95691028899389
3.785801461023187,2.762512084749248
5.913750674633065,4.451580146927995
5.771401713057703,5.871172313780719
5.800889755078608,6.162619701251769
5.210233498702964,5.667667637064979
4.195046867012267,5.419624724398586
6.078508676840223,3.4723849120952455
5.094790881967105,4.9509518080287
5.770585865112326,6.268894973177093
4.405619866082148,5.82532494801725
4.64308582277434,4.263460830899676
6.126399061151915,3.4863376760344416
5.281046378326601,5.5789470939210215
6.095431863675596,5.346702551582143
5.51384572317579,4.981236945999093
4.065235264578208,5.958395776028691
4.265080033489938,4.043447746378817
3.946345012603023,6.908001245094335
3.930509943690458,4.58513305699934
4.843997202230059,4.882118180901853
6.037780667288776,3.315522252871123
4.021205794525927,4.248481958158745
5.691640805496643,3.3780170625731722
3.881267086370886,5.871815796962755
3.6585879738334652,4.620850917196486
5.4262074768602835,4.1922630401189185
3.0778605869118136,4.14557015923726
4.546633227678683,5.492282592777196
5.873278559900767,4.3395140530331515
5.059658270905358,5.621630320987876
6.059009084089793,5.330954223357235
2.771686863499418,3.848393185121182
4.461117194469331,5.727502368839169
6.611623616877517,4.323441449036341
4.452884020503535,5.786631914499919
6.051789037569652,4.165643966479107
5.154462487453397,6.044647029737794
4.3379441067759945,3.695818606062322
4.585198454662086,4.115315439310489
6.113500020465447,5.572067901795744
4.552877190529477,2.591614898085923
3.1718573376296018,4.769619179153568
5.623016321253872,5.258897027977608
4.306930583597413,5.520283820009515
5.795276959585225,5.486607088119228
4.204310005202221,5.108994566469471
5.492096874704656,4.914998352574227
4.280896231864322,4.09551722777685
4.590628899850128,5.44166708677991
6.141550581964455,6.116367854597324
4.928006474982032,3.9737669173594723
6.940561195182483,6.099575237163535
7.349189947003859,3.4054780429343245
3.745915482290079,4.8267288080606345
4.742300640771516,6.482669620206634
4.872002873984958,3.189310054489508
6.356885404255559,5.240716597574286
4.668500952914407,4.442913604277423
5.592643552740342,4.96566572116558
5.300084662845637,5.536123781149261
5.040522832527188,4.546626649813177
6.869082250999879,3.390952128221516
4.78352775426602,4.381722948614537
6.185664882464826,5.86334212632244
6.032134902858485,7.0360682126001475
5.186867421029068,6.488036512308806
3.312760727223761,4.348209508787554
4.245369934305841,5.127440815338486
7.241910198411389,6.096083421325893
3.140874124915899,6.122123075995007
5.44713052668526,3.652858111313159
4.456167226852262,4.710172758340536
13.513274630094331,9.806337969027242
11.990137728372892,12.666028952710665
12.37791973631421,12.371988819536353
10.654184299634567,12.136396335445767
12.291579878783338,11.845690862515664
11.720123381690739,12.709744945161763
13.32736531438715,13.313214984739627
12.08977708389307,11.137789272587153
11.043680452553236,13.821283285657223
11.562322087461665,10.678335265272237
11.166390138671197,13.57008575630828
12.040086419384819,12.218267221868764
11.527194793808203,12.768449561557173
11.4021016182859,11.947252065246142
11.403514133809601,14.410102633028357
9.355402803677151,12.364423648372462
11.474067711291939,11.051460557065077
12.840826826022365,11.903478329186447
10.681183959227353,10.867427523206006
12.720829706325802,12.726032190582265
13.058050519065317,11.108329959046994
12.179188690957995,10.25327180005404
10.406857344277554,12.853540316989532
12.256333491897898,12.408817459636305
11.659384529804498,12.550705509174138
12.474012543145363,11.253708531708615
12.938255591518034,13.004559480358974
12.099235954237445,12.524833497942266
13.092416776245352,12.291573616161678
9.9061008352455,10.845643953588059
12.4759393564291,13.070550452889478
11.811135366232456,12.490789711607242
12.795203702548395,12.087739363222314
11.935640912347491,11.565647389937968
12.015665699047025,11.271643978672088
10.773740745695655,11.51751646110819
10.846276932925772,12.698691729764334
13.248928320074576,12.588727868312668
10.55994653816046,12.197468450689744
12.711548660189901,10.5566932963042
12.33184168880053,13.49249226875494
11.214991554161841,9.799403228912459
11.223050149757887,12.95714992899238
10.953565748699003,12.813602993804782
11.760468848635593,14.298465281635352
12.80856041361184,12.034169363578595
11.882213312395399,13.258869567579673
11.377882972454774,12.783925430310706
11.509835641665513,13.286294282729436
10.496772776949735,13.765170851665935
12.314007456958963,12.305517126405693
12.663333043721881,13.266910545997273
13.112489435921347,11.565406633028452
11.950411042964667,11.77677054423467
11.527703790484981,13.907616075568603
12.905720093036585,11.5655000365535
12.172471649127766,11.352789373052797
12.351794078900951,12.994942337368428
12.628735139116875,11.268306380257657
13.629015132125247,12.534975622146655
11.51925687990889,12.09806725494409
12.335976933308075,13.59175935730994
11.270918455084601,9.884139503252541
10.937547974587645,12.25434073695514
10.926361298259122,12.043622268540144
12.709286483295658,13.293811949350392
14.057365199332512,11.91892272517013
13.158432508563244,12.805963253655698
12.441813851306787,13.357919202435331
10.768540230170174,11.754854824323633
11.199558701802186,10.264540221840935
12.226478351611057,11.589623257531057
10.914023501773954,11.229808542866042
10.858245934459584,8.895374514485871
12.24838131708472,12.960656104255968
12.081209233490105,12.450921318085832
12.824720754263256,11.360094689212694
12.234340045533608,10.304113351484586
13.792609418968683,11.295967319713698
11.89134200546869,13.366846338727282
10.697850987438812,12.900650139172999
12.309720111585031,13.914352035217698
11.179249711841772,12.720273313177607
12.779798273004545,12.10584520058343
14.1010722606764,10.898577638666122
11.31648447982283,11.448694993678034
13.906264612583525,12.102088786682534
12.772594645222654,10.623205289917694
12.399505310856922,12.155722583566392
12.835793374388675,10.959513977670815
12.093097891696264,12.990752726436464
10.801223267952683,12.420953311845864
15.119154274520152,11.187563054840115
11.177487119472229,11.13400187529417
11.27861391452994,10.642646537976024
11.387093489112774,11.833448366247701
10.228297621813065,11.730811334035625
11.256920922136375,12.703525342909535
11.142780444150098,11.767086292676014
12.86228708840848,12.42806927697893
